word,isWord
"过天",false
"过大",false
"得咩",false
"铡来",false
"得咧",true
"舍不得开",false
"天目山路",true
"寥寥数语",true
"根扎",false
"者杀",false
"别蹭",false
"叶在",false
"挖来",false
"抠完",true
"才德",false
"南墙",false
"裹上",true
"吃掉",true
"罪大恶极",true
"公私不分",true
"很萌",true
"县办",false
"并处",true
"多人",true
"走完",false
"时咋",false
"企有",true
"仅对",false
"奶给",false
"夜尿",true
"蛋吧",false
"送第",false
"吃戒",false
"吃成",true
"多们",false
"多付",false
"爱买",true
"还可",false
"情诗",true
"么我",false
"法啊",false
"春如",false
"盖过",true
"津轻海峡",true
"列完",false
"多义",true
"截出",true
"到着",false
"到睇",false
"较重",true
"压住",true
"拆拆拆拆拆",false
"降好",false
"飘来飘去",true
"拍五",false
"牌吗",false
"要脸",true
"抠啊",false
"屏和",false
"互让",false
"搬演",false
"掏肺",true
"球跑",true
"才出",false
"春回",false
"互设",false
"一跃而起",true
"走吧",true
"拉至",false
"说哗",false
"平家物语",true
"啥课",false
"天增",false
"梦入",false
"走呗",false
"佯装不知",true
"北野坂店",true
"拍一",true
"费呀",false
"你说",false
"群和",false
"码大",false
"咬开",false
"吾人",false
"乙太",true
"天好",false
"从医",true
"猪到",false
"班吧",false
"换之",true
"吃糖",true
"冠有",false
"胜于",false
"见佛",false
"不妨一试",true
"痣是",false
"过嘛",false
"班呢",false
"善罢甘休",true
"旅车",false
"虎妈",true
"走啊",false
"晚安安安安安",false
"这支",false
"课上",true
"演给",false
"宇龙酷派",false
"言而有信",true
"三人成虎",true
"说通",false
"并同",false
"过啥",false
"春祭",true
"说送",false
"过啊",false
"竖着",false
"撒开",true
"叶落知秋",true
"蛋大",false
"谁要",false
"好诶",false
"化整为零",true
"好读",false
"死亦何惧",true
"闭起",false
"腿筋",false
"画出",false
"六点四十五分",false
"仕是",false
"都不说",false
"咗好",false
"嗲呀",false
"咱啥",false
"买入",true
"威名远扬",true
"撸不",false
"过喇",true
"梦十",false
"属破",false
"拍张",false
"睇吓边个",false
"天字",false
"袭胸",true
"见光",true
"多吧",false
"憋成",false
"转亏为盈",true
"舍不得删",false
"才到",true
"才删",false
"偶咋",false
"福兮",false
"中看",true
"办票",false
"才刚",false
"才分",false
"买套",true
"外还",false
"对岳",false
"心绪难平",true
"一联",false
"小雨夹雪",true
"卷成",false
"管我",false
"管成",false
"不感兴趣",false
"假以",true
"好足",false
"粥好",false
"虎将",false
"少管",false
"虎山",true
"了然于胸",true
"熏人",true
"卫生部门",true
"贼船",true
"光三",false
"有雾",false
"走偏",true
"梦啦",true
"好走",false
"说啧",false
"机有",false
"办结",false
"到现",false
"吖哈哈哈",false
"好赚",true
"仅凭",false
"江陈",false
"仍是",true
"穿有",false
"压上",true
"穿条",false
"害的",false
"到爆",false
"曲肱而枕之",false
"抓心挠肺",true
"片啦",false
"梦吧",false
"呵呵呵呵呵呵呵呵呵呵呵呵",false
"爱斯基摩人",true
"假作",true
"太傻",true
"光腚鬃驹",false
"屋中",true
"假传",true
"并发",true
"供港",false
"朝战",true
"好豆",false
"并可",false
"得开",false
"写大字报",false
"力顶",true
"合起",false
"过入",false
"呀呀",false
"我爱艾未未艾未未",false
"买喔",false
"魔仍是魔",false
"南回归线",true
"过充",false
"夜啊",true
"老羞成怒",true
"好近",true
"再上",false
"绘有",false
"葛斯范桑",false
"南伞",false
"挪出",true
"买唷",false
"福和",false
"不识大体",true
"买啦",false
"图推",false
"买啰",false
"管有",false
"家虎",true
"楚兰红泪",false
"好躺",false
"稍缓",false
"买咯",false
"走去",false
"钓渔鸟们",false
"模仿者们",false
"躲好",false
"实做",false
"窝窝囊囊",true
"笑呢",false
"二桃杀三士",false
"情愁",false
"嫌人",false
"仅占",true
"藏到",false
"京访",false
"儒将",true
"不败之地",true
"刮去",false
"大汗",true
"你贱",false
"朗朗乾坤",true
"先走",false
"很贱",false
"新厂",false
"耍自",false
"长着",true
"鬼戏",true
"打麻",false
"饥不择食",true
"的呃",false
"三张",false
"家祭",false
"揾过",false
"好熟",true
"援我",false
"齐开",true
"给出",true
"同系",true
"骂完",false
"煮过",false
"俺爹",false
"好焗",false
"啥捏",false
"骑着",true
"你爽",false
"炝炒",false
"标普唱衰",false
"天造地设",false
"骂娘",false
"六位",false
"联合利华",true
"站着",false
"先王",true
"剥去",true
"要花",false
"三年",true
"如厕",true
"等中",false
"票去",false
"说死",false
"好烂",true
"很玄",false
"因该",false
"系系",false
"的命",false
"中跨",false
"等人",true
"古古惑惑",true
"敷上",true
"渐淡",false
"之乎者也",true
"头咧",false
"唷你",false
"在天有灵",true
"多呢",false
"终是",false
"很热",false
"外的",false
"好玄",true
"馅的",false
"城到",false
"弹吧",false
"习是",false
"到账",false
"卧靠",false
"由器",false
"盐碘",false
"捎去",true
"伦理道德",true
"错打",false
"根深柢固",false
"助您",true
"吐掉",true
"同组",true
"无迹可寻",true
"小邱",false
"托尔特克梦",false
"恒隆广场",true
"温布利球场",false
"番啦",false
"头垢",true
"照吧",false
"弹啥",false
"赞哪",false
"绣得",false
"三小",false
"威尔士人",true
"令尊",true
"物以类聚",true
"心随",false
"不吃不喝",true
"生为",false
"年过七旬",false
"庄生梦蝶",true
"赞呀",true
"好爱",false
"当神",false
"啥急",false
"占占占占占",false
"俄军",true
"给到",false
"京石",false
"你焚",false
"的喽",false
"好牛",true
"话糙理不糙",false
"寻香惊梦",true
"鲁朗石锅鸡",true
"正和",false
"求去",false
"的喇",false
"乘到",false
"咱都",false
"就蹭",false
"掏粪",true
"较浅",true
"与你",true
"君比",false
"维多利亚时代",false
"踏脚",true
"好甜",true
"么酱",false
"好番",false
"枉来",false
"穿黄",false
"给啥",false
"准没",false
"并已",false
"多到",true
"鱼蛋",true
"么那",false
"扣上",true
"与人",false
"七七四十九",true
"千里",true
"你瞧",true
"妞早",false
"织出",false
"穷困潦倒",true
"奇文共赏析",false
"摆龙门阵",false
"曹刘孙首抄",false
"味呀",false
"坨啊",false
"给吞",false
"给吓",false
"飞有",false
"就哭",false
"给否",false
"消费不起",true
"先看",false
"著有",true
"晚樱",false
"弱旅",true
"劝得",true
"区松寿路",true
"别紧",false
"泥中",false
"爱的魔法",false
"古论",false
"赞到",false
"先睇",false
"不饮盗泉",false
"不安定感",true
"票哩",true
"好瞓",true
"刚去",false
"三好",true
"运动员会",false
"不可争议",true
"爬来爬去",false
"好渣",true
"好睡",true
"忽落",false
"集第",false
"料事如神",true
"群回",false
"生津止渴",true
"怕痒",true
"很痛",false
"嗑得",false
"不馋",false
"陪吃",true
"说不好意思",false
"副总经理",true
"先由",true
"先用",false
"桀桀桀桀",false
"求借",true
"好白",true
"苏美",true
"成千古恨",false
"滴酒不沾",true
"得癌",false
"已于",true
"苦想",true
"争傻",false
"掷下",false
"味姜",false
"其财",false
"给妹",false
"歹势歹势",false
"已从",false
"啥毁",false
"六四二十二",false
"系电",false
"罗姆尼说",false
"四点多钟",true
"她舔",false
"很窄",true
"剪过",false
"玩多",true
"奈我",false
"通吃",true
"撞倒",true
"俄媒",true
"龙生九子",true
"说拔",false
"六四二十一",false
"踩地",false
"抄到",false
"味太",false
"给奥",false
"网并",false
"已乱",false
"好神",false
"一匹",false
"因被",false
"脸超",false
"九零年代",true
"系四日无错呀",false
"横在",false
"粉在",false
"连体婴儿",true
"奖助学金",false
"罚则",false
"你等",false
"三国",true
"团阿",false
"好硬",false
"身揣",true
"晚是",false
"俄寇",true
"落到",false
"热血男儿",false
"系着",true
"力有不逮",false
"这集",true
"忆旧",true
"唔系唔得",false
"兮怅忘归",true
"金翅仆街鸟",false
"以德报怨",true
"给宰",false
"得交",false
"投阿",false
"踏进",true
"踏过",true
"们连",false
"嗑到",false
"哼出",false
"数种",false
"还蛮",false
"很破",false
"艰难困苦",false
"端起",true
"凑凑热闹",false
"话啊",true
"吓一大跳",true
"或者说是",false
"未灭",false
"拔刀相助",true
"洗呢",false
"极乐世界",true
"多唷",false
"洗呀",false
"致送",false
"伊呀",true
"拌三",false
"给娃",false
"俄妹",true
"其身",false
"或快或慢",true
"一万三千多",true
"巴曙松李厚霖",false
"倚靠",true
"令咒",true
"提上",false
"提与",false
"票太",false
"氩氪氙氡",false
"得干",true
"洗印",false
"袖上",false
"较早",true
"少讲",false
"围着",false
"先给",false
"卡上",false
"怪我",true
"煮茶",true
"事不过三",true
"作阿",false
"咦咦咦咦",true
"不心小拨",false
"三台",false
"管锥",false
"登进",true
"隔屁",true
"兼有",true
"后印象派",false
"不可治愈",true
"吃顿",false
"好粉",true
"贼王",false
"比渣",false
"好挤",false
"挑来挑去",true
"啥滴",false
"好糟",false
"滴哥我滴哥",false
"令到",false
"唐李商隐",false
"恭敬不如",true
"他人瓦上霜",true
"倒出",false
"怒其不争",false
"蒋方智怡",true
"颠的",false
"办过",false
"天打雷劈",true
"好米",false
"票开",false
"好类",false
"掐指",true
"野百合花",true
"踏访",true
"姐上",false
"好美",true
"一段时间",false
"黏上",true
"见喇",false
"施华洛世奇",true
"抄呢",false
"血尿",true
"书呆子们",false
"齐出",false
"动新",false
"挂一漏万",true
"代我",false
"馋得",false
"中苦",false
"啥活",false
"石和",false
"团都",true
"久攻不下",true
"吵过",true
"建于",true
"搭过",false
"垂着",false
"不无小补",false
"准有",false
"字阿",false
"工的",false
"阿凡提达",false
"抄啊",false
"这茬",false
"不药而愈",false
"过不多久",true
"错漏",true
"东森幼幼",false
"难得糊涂",true
"很累",true
"蹿出",false
"达数",false
"引上",false
"法德",false
"建农",true
"装呀",true
"你拣",false
"一帧一帧",false
"以夷制夷",true
"先把",false
"梅菜扣肉",true
"慢呀",false
"字要",false
"稍逊",false
"原装日版",false
"拌的",false
"说穿",false
"臭气熏天",true
"示威者们",false
"万五",false
"三位",true
"钱阿",false
"不像样子",false
"催人奋进",true
"等心",false
"的喏",false
"到龄",false
"冯唐易老",true
"等得",false
"刷砖",false
"叫楚",false
"二世",true
"好想",true
"到鸟",false
"齐上",false
"时运不济",false
"不合时宜地",true
"完完全全",true
"已在",false
"好怂",false
"澳大利亚人",false
"令令",false
"好怕",true
"闻知",true
"先按",false
"损啊",false
"才让扎西",false
"楼船",true
"京时",false
"新设",true
"拆卖",true
"吓死",false
"说破",false
"划的",false
"对偶",true
"噶呢",false
"前说",false
"掉咯",false
"赶完",false
"等差",true
"撸掉",true
"湿晒",false
"波起",false
"夺占",false
"耐得",false
"封藏",false
"花落",false
"重阿",false
"调得",false
"蹑手蹑脚",true
"载走",false
"姓曹",false
"天气真好",false
"靓好",false
"很怕",true
"建功",false
"这龟",false
"蹬掉",true
"荡来荡去",true
"虽对",false
"办酒",true
"拆到",false
"爸是",false
"京杭",false
"玩坏",false
"阿雷斯提",false
"很慢",true
"吃蛆",false
"投进",false
"翔啊",false
"粘到",true
"上林坊店",true
"硬顶",false
"腿麻",true
"好扯",false
"在萌",true
"道貌岸然",true
"党党",false
"前走",false
"红隧加费",false
"三跪九叩",true
"恶搞",true
"调好",true
"变绿",false
"多事",true
"踢来",false
"我俩",true
"办阿",false
"乙一",false
"字超",false
"同根",true
"敷完",true
"诿过",false
"前路",true
"很晚",false
"拜祭",true
"宜在",false
"街头艺人",true
"爆你",false
"你是",true
"别淋",false
"我也不想一大早发春",false
"也到",false
"风要",false
"空是",false
"么能",false
"若为",true
"哼个",false
"代称",true
"淡到",false
"星岛日报",true
"过河",true
"见怪当奶",false
"拿耶",false
"好搭",false
"吃胖",true
"五天",true
"抄你",false
"你来",true
"抄低",false
"么哈哈哈",false
"好搞",false
"拆哪",true
"宫的",false
"冯绍峰倪妮",false
"装啊",false
"引向",false
"虚有其表",true
"吃笋",true
"持仓",false
"萌还",false
"京戏",true
"呼来唤去",true
"败啥",false
"文二西路",false
"到饭",false
"看悬",true
"先擦",false
"水尽",true
"好柒",false
"猫玩",false
"建地",false
"先搞",false
"伤阿",false
"不可预知性",true
"谁敢",true
"送多",false
"川壅而溃",true
"腌好",false
"好杂",false
"动磁大磁",true
"一醉方休",true
"旺秋德丹",false
"定不淡定",false
"撸是",false
"大话西游",true
"逢甲",true
"同死",true
"办错",false
"心律不齐",false
"好暗",true
"好暖",false
"到顶",false
"已决",true
"道壳特儿",false
"救美",true
"先放",false
"持住",false
"好昏",false
"错看",false
"前躺",false
"曹可",false
"掷出",true
"茶太",false
"泪落",false
"掉去",false
"已废",true
"鼻子塞住",false
"里芬斯塔尔",true
"养成习惯",true
"乘上",true
"稍顷",true
"等在",false
"替天行道",true
"从命",false
"疯四",true
"拖跨",true
"晚睡",true
"覆完",false
"咔吧",false
"莞尔一笑",true
"赶写",false
"原爆",false
"无话不谈",true
"对谷",false
"建大",true
"京沪",true
"对谈",true
"不见如隔",false
"及为",false
"赶出",false
"不小心点",false
"已往",true
"同收",false
"歌要",false
"腾空而起",true
"众官",false
"免于",true
"到阿",false
"字上",false
"要以",false
"关着",true
"不学无术",true
"滚进",false
"市电",true
"先死",false
"你欸",false
"菅野洋子",true
"做吗",false
"求个",false
"的唷",false
"球没",false
"拆字",true
"甜的",false
"别拖",false
"百百",false
"等啦",false
"嫖着",false
"魂都",false
"勿转",true
"离家不远",true
"系有",false
"别抢",true
"五千多万",false
"别抱",false
"丫只",false
"物阿",false
"恩在",false
"非被",false
"好正",false
"棵树",false
"满脸堆笑",true
"拆完",true
"穿胸",true
"奇男",false
"啥票",false
"吓掉",false
"好歌",false
"稍高",false
"七月一号",false
"说热",false
"硕大无朋",true
"等喇",false
"寻出",true
"不生仲尼",true
"滚起",true
"垂挂",false
"超现实感",false
"同村",false
"波啊",false
"疯啥",false
"杉原杏璃",false
"别掉",false
"补办",true
"盆扭",true
"咱还",false
"揾钱",false
"等吧",false
"富园特式",false
"完呀",false
"道是",false
"调回",true
"铺有",false
"等哥",false
"志愿者们",true
"等哒",false
"题为",false
"啥破",false
"得快",false
"化起",false
"待上",false
"柠的",false
"数一数二",false
"票仓",true
"撑起",true
"同恩",false
"别擦",false
"摔坏",false
"挥起",false
"好淡",true
"中通",true
"好混",true
"疯到",false
"银记肠粉",true
"猫脸",false
"若你",false
"好活",false
"六七十年代",false
"生煎馒头",false
"这道",false
"啥罪",false
"趴在",false
"中邪",true
"咱要",false
"陪乃",false
"廉能",true
"圣埃克苏佩里",false
"赶向",true
"嗨呀",true
"好沉",true
"河灵粮堂",true
"转噗柘榴君",false
"无处不在的",false
"拆封",true
"小西克幸",false
"就出",false
"克斯血与沙",false
"几组",false
"人笑",false
"动的",false
"妳啊",false
"菜啦",false
"耍小聪明",true
"别别扭扭",true
"筑墙",true
"派台",false
"系惨",false
"异口同声地",false
"乐乐呵呵",true
"参赛者们",false
"水垢",true
"似锦",false
"新宠",true
"爷要",false
"野泽雅子",false
"行的",true
"偏斜",true
"祢所",false
"忙禄",true
"等出",false
"桥东",false
"揭掉",false
"菜嘛",false
"快抢",true
"黑啊",false
"多生",true
"等偶",false
"艾未未艾未未",false
"护假",false
"揍我",true
"只恋",false
"好满",true
"系成",false
"有精神病",false
"调到",false
"生到",true
"噶好",true
"分辨不清",true
"建市",false
"更广",false
"众矢之的",true
"返城",true
"够哥们儿",true
"望新",false
"内水",false
"布拉格之春",true
"别有",false
"姐等",false
"距今",false
"俺要",true
"猴精",true
"弥天大罪",true
"到邱",false
"啥米",true
"摔死",true
"买它",false
"柏天勒育",false
"过轻",false
"好冰",false
"啊嘶",false
"啊嘿",true
"好冇",false
"月见草油",false
"呕完",false
"同属",true
"家好",false
"蠢驴",true
"饿饭",false
"交钱",true
"壮哉",true
"洗翻",false
"出租车费",false
"属狗",false
"啊嚏",true
"毛是",false
"流进",false
"不畏艰险",true
"撸出",true
"今明两年",true
"噼哩叭啦",true
"齐美",false
"同岁",false
"很可",false
"走趟",false
"多频",true
"俺去",false
"副总编辑",true
"赞的",false
"你去",true
"走跌",true
"下出",false
"先取",false
"球吧",false
"蛙声",true
"球哇",false
"好凉",false
"锅拌",false
"跌掉",false
"多页",false
"步履匆匆",false
"课阿",false
"苦中作乐",true
"别太",false
"走起",false
"沪铝",false
"好做",false
"读后",true
"关塔那摩",false
"瞎拍",true
"连看都不看",false
"恶到",false
"一位",true
"他处",false
"得肿",false
"新宿御苑",true
"好发",false
"才会",false
"错那",false
"减至",false
"造到",false
"代为",false
"咻的",false
"线裤",true
"干我",false
"琢磨不透",true
"啊咋",false
"有巢",false
"降噪",true
"瑞克梅添凉",false
"好卡",true
"香港浸会大学善衡校园",true
"同座",true
"拆掉",false
"持稳",false
"啊哈",false
"评论员们",false
"好卖",true
"僧在",false
"菜比",false
"护犊",true
"百佳",false
"同归",false
"屏还",false
"升回",false
"攥紧",true
"搽完",false
"时能",false
"压邪",true
"拆招",true
"野村证券",true
"啊喵",false
"土叙",false
"刷低",false
"你先",false
"欢的",false
"与格",false
"五十年代",true
"缸鱼",false
"时好时坏",true
"走转",false
"先先",false
"陪着",true
"才走",false
"兼修",true
"还传",false
"好喵",false
"好喽",true
"种差",false
"好喇",false
"我曹",false
"偷看",true
"说丫",true
"默默不语",true
"娃你",false
"走高",true
"梦跟",false
"根正苗红",true
"饱以老拳",true
"避死何诉",false
"叫牌",true
"元一",false
"福田农批市场",true
"说亲",false
"等比",true
"于焉",false
"又多",false
"缘来缘去",false
"血煤",false
"说什",false
"买车",false
"你嘞",false
"你嘎",true
"娃也",false
"吗吗吗吗吗",false
"好咯",true
"撸吧",true
"襄没",false
"种病",false
"成竹在胸",true
"喵呀",false
"娃上",false
"同天",true
"好哟",false
"就快",false
"瘫坐",true
"掏心窝子",true
"够高",false
"好吊",false
"好呢",false
"遂为",false
"好呆",false
"逆势而动",true
"并请",false
"自行其是",true
"逮个正着",true
"你哥",false
"你哒",false
"你哟",false
"买足",false
"医好",true
"烟呢",false
"一七",false
"撞驴",false
"你和",false
"贴进",true
"你呢",true
"好地",false
"苦乐",true
"疾首蹙额",false
"并被",false
"你呀",false
"拍遍",false
"淳大万丽",false
"县芦",false
"溃不成军",true
"木啊",false
"一个中心",true
"至到",false
"力吗",false
"走马换将",true
"水浸",true
"喻为",false
"同存",true
"好囧",true
"自唱",false
"四书五经",true
"好图",true
"同寿",false
"客客气气",true
"读唔",true
"好嘿",false
"后才",true
"新西兰元",true
"你啊",true
"淋到",false
"同宿",false
"先啰",false
"前核",true
"再立新功",true
"以示",true
"外卖",true
"因未",false
"非军事化",false
"内主",false
"好妞",false
"查无此人",true
"男孩子们",false
"明擦不擦",false
"朕不甘心",false
"咱早",false
"别傲",true
"好大",false
"看掉",false
"饿醒",true
"好夜",false
"泽不在小",true
"扯倒",false
"攒完",false
"臭味相投",true
"你娃",false
"囚的",false
"盼妞",false
"扇出",false
"赞给",false
"家做",false
"康总",true
"已为",false
"跪出",true
"同唱",true
"顺流而下",true
"普利斯通",true
"冬甩",false
"话来",true
"好堵",false
"壮起",false
"极富",false
"多送",false
"先拔头筹",true
"掏出",true
"造好",true
"天要",true
"卡拉瓦乔",false
"无奈点一",false
"先学",false
"同喜",true
"杀鸡骇猴",true
"乱叫",true
"三田",false
"窄裤",false
"系坚",false
"一头雾水",true
"喵好",false
"蔡依林就这样从我手中不行么",false
"补脾",true
"终一",false
"好官",true
"时见",false
"唔知点答",false
"猪腿",true
"书都",false
"等时",false
"姓庹",false
"由何而来",true
"闽中",false
"划一",false
"扫去",false
"唔知点算",false
"也可",false
"动地惊天",true
"攻其",false
"围出",false
"一闪",true
"一门",false
"一问",false
"家去",false
"愈好",false
"小弟弟们",true
"受侵",false
"别台",false
"瓜达拉哈拉",false
"你妹",false
"同场",false
"获赔",false
"祢在",false
"爱答不理",true
"吓到",true
"球带",true
"你妈",true
"你奶",false
"现做",true
"一针",false
"挤过",false
"穿帮",true
"死不认错",true
"挖走",true
"令人气结",true
"你多",false
"拔吗",false
"叫法",true
"惟我独尊",true
"你处",false
"别再",true
"浓稠",false
"等换",false
"家啥",false
"送奶",true
"围在",false
"逢一",false
"工啊",false
"蕙质兰心",true
"已久",true
"罗兰加洛斯",true
"雷到",false
"分身乏术",true
"夏普公司",false
"南奥塞梯",true
"等姐",false
"唷我",false
"同蹭",true
"系出",false
"炉上",false
"老爷们儿",true
"鱼贯而入",true
"系内",true
"熏黑",false
"帮俺",true
"别听",true
"揭出",true
"别吵",false
"与月",false
"切要",false
"点票",false
"虎贲",false
"够数",false
"很忙",false
"家呢",false
"吹牛大王",false
"得返",false
"吹罚",false
"帮个",false
"吵得",false
"家吗",true
"家吧",false
"到南",false
"女同胞们",true
"别喷",true
"令爱",true
"全军覆灭",true
"啥东",false
"心神学潮",true
"很强",true
"家和",false
"拔到",true
"谈天说地",true
"罩住",true
"虎跑",true
"覆满",false
"另选",true
"拔出",false
"大一会儿",false
"好微",false
"三焦",true
"禽昌散人",true
"味美",true
"绘的",false
"胜香",false
"望向",false
"同分",false
"愈小",false
"挖哈",false
"名声在外",true
"好弱",false
"使为",false
"好弄",true
"很屌",true
"梦蝶",true
"反咬一口",true
"库柏提诺",true
"路向",false
"好康",false
"饿阿",false
"空就",false
"生如夏花",true
"蹦啊",false
"给给",false
"三步一岗五步一哨",false
"过耶",false
"维摩诘经",true
"三点",false
"发粪涂墙",true
"啊妳",false
"玩来玩去",true
"裁到",false
"菜来",false
"仰韶文化",true
"初印",false
"难离难舍",true
"分个",false
"弄丢",true
"同去",true
"排啥",false
"好年",false
"谁将",false
"现再",false
"走着瞧呗",false
"捎给",true
"云容容兮",false
"跪地",true
"别地",false
"绑完",false
"放两",false
"耍下",false
"多解",false
"啥发",false
"乐观其成",true
"一车",false
"一轮",true
"一转",false
"扛着",false
"大有希望",true
"动完",false
"一辈",false
"毁尸灭迹",true
"天都",false
"拍虎",false
"要骚",false
"猫的报恩",false
"天那",true
"高就",true
"熟阿",false
"正人君子",false
"么来",false
"粉红丝带",true
"陪我",false
"三湘",true
"度起",false
"抄死",true
"称查韦斯",false
"十五六年",true
"有苦难言",true
"落进",false
"滴水不漏",true
"嫌胖",true
"说对",false
"苦多",false
"另谋",false
"呀顶",false
"同乐",false
"三百六十行",true
"给揍",false
"时冷时热",true
"三种",true
"多语",false
"一走",false
"摆花",true
"穿靴子的猫",true
"竹本语溪",true
"关亦",true
"谋和",false
"闻听",false
"捡走",true
"找罪",false
"觉呀",false
"无纸",false
"一跃",false
"说声",false
"买饭",false
"爱说",false
"同佢",false
"衫吧",false
"同作",false
"同余",false
"哇哈哈哈哈",true
"北到",false
"买飞",false
"说好",false
"衫呢",false
"同会",true
"券还",false
"草吃",false
"调给",true
"三河",true
"榜上",true
"系从",true
"蛋都",false
"给戒",true
"有一个德云社",false
"题是",false
"产的",false
"六四",true
"系于",false
"三法",false
"书要",false
"人网",true
"三次",true
"她将",false
"爱财",true
"回应",true
"产煤",true
"趟国",false
"日思夜想",true
"聋掉",true
"求推",false
"郎情妾意",true
"梅莉史翠普",true
"出对",false
"诸恶莫作",true
"魔都三杰一",false
"给放",false
"慢点",true
"分啊",false
"撚过",false
"围上",false
"慢煮",false
"百奶",false
"脸咋",false
"靠拐",false
"转噗凯蒂妹",false
"撞咗",false
"碍到",false
"多谢",false
"多谤",false
"音还",false
"过高",true
"票来",false
"翅中",true
"脸呢",false
"较少",true
"遭来",false
"大河之舞",false
"访俄",true
"扣紧",true
"够到",false
"胖就胖呗",true
"拍背",true
"逢考必抄",true
"徒剩",false
"三楼",false
"另设",true
"乱出",false
"家传",true
"先易后难",true
"未成",true
"分地",true
"脸圆",false
"夹起",true
"别乱",true
"十来",true
"分在",false
"啥啊",true
"难进",false
"赋到",false
"不可接受",true
"走桃花运",true
"闲置不用",false
"俯我",false
"粘的",false
"得问",false
"咋读",false
"口白人生",false
"家买",false
"情深意浓",true
"看本",false
"读着",true
"共享带宽",true
"撑船",true
"撼浓",false
"那啥",true
"代寄",true
"交女朋友",false
"徐在",false
"较广",false
"书跟",false
"下问",false
"大吼",true
"争住",true
"太高",true
"错在",true
"欧几里得",true
"忐忐忑忑",false
"啥呢",false
"有好奇心",true
"雾雾",false
"得高",false
"顿珠旺青",true
"报读",false
"下闸",false
"跌穿",true
"梦里",false
"撵人",true
"建社",false
"直升机场",false
"墙阿",false
"忙个不停",true
"轮完",true
"稍迟",true
"抄成",true
"等登",false
"多肽",false
"汉谟拉比",true
"遇水",false
"雕出",false
"反序列化",true
"自定义域",false
"哼我",false
"杀鸡给猴看",false
"哭啦",false
"高啊",false
"绑到",true
"就掉",false
"苦兮",false
"弃卒保车",true
"贴都",false
"洛的",false
"刊在",false
"说发",false
"摩卡星冰",false
"等的",false
"从北向南",true
"较受",false
"京东",true
"过长",true
"啊艹",false
"财大",true
"倭黑猩猩",false
"全盘皆输",true
"等用",false
"不管是谁",false
"以恩",false
"摸完",false
"苦劝",true
"竹林七贤",true
"三方",true
"新罕",false
"书能",false
"晚啦",false
"外为",true
"奇啊",true
"整整洁洁",true
"啥大",false
"兼党",false
"夺笔",true
"捡好",true
"护着",true
"真系无乜",false
"蹭吃蹭喝",true
"寤寐思服",false
"见艾",false
"叉着",false
"奇哉",true
"拆穿",true
"水煮",true
"朝歌",true
"如过",false
"败过",true
"划得",false
"汗出",false
"盗走",true
"北京之春",true
"竹中平藏",false
"垒着",false
"拍超",false
"港独",false
"说写",true
"删个",false
"顶着",false
"爱花",false
"太难",true
"生的",true
"不忍卒读",true
"说出",true
"雾锁",false
"互传",true
"行个方便",false
"刷上",false
"先交",false
"丫从",false
"达因",true
"半卉一十",false
"先以",false
"乱国",true
"惊曝贪腐",false
"娃在",false
"护膝",true
"想发",false
"石更",true
"抄是",false
"获高",false
"可敬可佩",true
"驴唇不对",false
"很不",false
"系要",false
"无匹",false
"准啊",true
"嘉年华会",true
"代写",true
"难走",true
"等爷",false
"说坏",false
"一色",true
"苏醒过来",false
"啥错",false
"合上",true
"一闺蜜凑",false
"花总",true
"哭倒",false
"法大",false
"日行千里",true
"坂井泉水",true
"南橘北枳",true
"晚到",false
"先使",false
"划好",false
"呗你",true
"很会",false
"得嘅",false
"雕啊",false
"谁丫",false
"树屋",true
"呸呸呸呸",false
"元和",false
"才静",false
"说听",true
"有脚",true
"痴男怨女们",true
"并道",false
"说呃",false
"说呀",false
"说呼",false
"票没",false
"日荐一书",true
"头毛",false
"天黑",true
"说和",false
"春都",false
"说咧",false
"漫天风雪",true
"买镉",false
"说哈",false
"说哇",false
"倍出",true
"将汽",false
"好但",false
"好位",false
"出将入相",true
"高到",true
"撸个",false
"说唔",false
"摆进",false
"说唉",true
"几时",true
"雾重",false
"说唷",false
"捡软",false
"莫斯科河",true
"说啊",true
"动呀",false
"好仓",false
"说啦",false
"说啥",false
"淘宝网店",true
"百叶",true
"行在",false
"兼听",true
"娃和",false
"好乱",false
"好买",false
"兴之所至",true
"镶满",false
"咳出",false
"还删",false
"狐群狗党",true
"嚟过",false
"她咯",false
"她咧",false
"带累",false
"小微",true
"镁铝",false
"小徐",true
"撞船",true
"中值定理",true
"姐的",false
"吗我",false
"尿完",true
"从俗",false
"租得",true
"军地",false
"奏是",false
"反抽",false
"拿药",false
"立杆见影地",false
"妳还",false
"有一个中国",false
"称说",false
"王公贵族",true
"她喵",false
"喊饿",false
"烂死",false
"高金素梅",true
"抛来",false
"对襟",true
"啥啥啥啥",true
"小带",false
"廿一",false
"密不通风",true
"却刷",false
"阴盛阳衰",true
"光阴似箭",true
"小幽",false
"扛住",true
"拿艾",false
"搭肩",false
"对视",true
"川中",false
"刚升",false
"不急不躁",true
"对角",true
"从众",true
"退成",false
"拉回",true
"一丝不苟地",true
"阿让",false
"居里夫人",true
"冷呢",false
"烂根",false
"汤城小厨",false
"破窗而入",true
"少走弯路",true
"牵手狂魔",true
"小崔",true
"最炫",false
"助我",false
"钻回",true
"二十八宿",false
"唇亡齿寒",true
"姐阿",false
"活兮",false
"不怀好意",true
